Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2018-BLG-0483,BLG14T0707.089773,17:33:06.97,-29:07:24.28,8363.53279,27.05,1.987,16.01,20.0,21.95,2,2.89,,2018,263.2790416666666,-29.12341111111111
KMT-2018-BLG-0484,SSO17N0405.001548,17:47:23.18,-33:41:07.58,8339.35618,178.84,0.078,22.91,16.42,16.42,1,2.59,,2018,266.84658333333334,-33.68543888888888
KMT-2018-BLG-0485,SSO17N0406.052523,17:47:41.81,-33:37:29.71,8355.66351,166.64,0.09,21.23,20.0,20.1,1,1.77,OB181473,2018,266.9242083333333,-33.624919444444444
KMT-2018-BLG-0486,SAO11K0102.050065,17:27:20.26,-29:40:48.50,8382.47045,13.13,2.0,14.12,20.0,20.28,1,1.96,,2018,261.83441666666664,-29.68013888888889
KMT-2018-BLG-0487,BLG15K0704.018824,17:32:58.94,-26:20:25.80,8361.52035,185.67,0.021,23.89,20.0,21.38,2,3.24,,2018,263.24558333333334,-26.3405
KMT-2018-BLG-0488,SAO14T0706.004319,17:33:08.50,-29:14:02.47,8412.72867,38.02,0.202,17.47,17.91,17.91,4,2.67,OB181687,2018,263.2854166666666,-29.234019444444446
KMT-2018-BLG-0489,SSO18T0706.049347,17:42:24.59,-27:04:59.16,8359.635,67.36,0.482,18.91,20.0,21.77,2,3.59,,2018,265.6024583333333,-27.083099999999998
KMT-2018-BLG-0490,SAO19K0506.035097,17:43:27.20,-23:55:25.90,8356.36134,3.44,1.062,17.42,19.47,19.47,1,1.51,,2018,265.8633333333333,-23.923861111111112
KMT-2018-BLG-0491,SSO02K0706.025622,17:50:50.36,-28:18:22.64,8359.92516,69.2,0.916,18.91,20.0,21.88,2,5.02,,2018,267.7098333333333,-28.30628888888889
KMT-2018-BLG-0492,SAO02K0608.018697,17:50:58.98,-28:05:21.55,8307.22765,181.69,0.169,26.49,20.0,21.84,2,6.49,,2018,267.74574999999993,-28.089319444444442
KMT-2018-BLG-0493,SSO02K0401.002419,17:52:13.07,-28:56:12.12,8423.80762,71.33,0.716,16.32,16.72,16.72,2,3.08,OB181565 MB18395,2018,268.05445833333334,-28.936700000000002
KMT-2018-BLG-0494,BLG02K0308.007712,17:53:02.11,-27:59:57.01,8352.41195,9.85,0.196,18.98,19.38,19.38,2,4.5,OB181550,2018,268.25879166666664,-27.999169444444444
KMT-2018-BLG-0495,SSO02K0202.032804,17:53:41.88,-28:46:54.16,8334.19529,71.75,0.167,19.57,19.76,19.76,2,1.97,OB180933 MB18259,2018,268.42449999999997,-28.78171111111111
KMT-2018-BLG-0496,SAO02K0102.068427,17:53:41.95,-28:46:49.98,8324.52465,198.23,0.065,27.8,20.0,20.39,2,1.97,OB180933 MB18259,2018,268.4247916666666,-28.780549999999998
KMT-2018-BLG-0497,SAO11K0102.008165,17:27:20.26,-29:39:45.40,8369.86883,22.91,0.128,17.6,18.34,18.34,1,1.9,,2018,261.83441666666664,-29.662611111111108
KMT-2018-BLG-0498,SAO14K0606.035959,17:33:25.66,-28:10:52.50,8355.93327,4.19,0.093,19.28,20.0,20.61,2,2.76,,2018,263.3569166666667,-28.181250000000002
KMT-2018-BLG-0499,BLG15T0306.060852,17:35:09.28,-27:07:57.90,8343.07775,113.52,0.085,23.82,20.0,20.3,1,2.03,,2018,263.7886666666666,-27.13275
KMT-2018-BLG-0500,BLG15T0106.002683,17:36:32.70,-27:12:39.10,8372.09618,8.75,0.221,16.55,16.73,16.73,1,2.31,OB181594 MB18348,2018,264.13624999999996,-27.21086111111111
KMT-2018-BLG-0501,BLG15M0306.059363,17:40:03.78,-26:05:16.58,8357.82834,9.22,0.356,20.81,20.0,21.34,2,2.54,,2018,265.01574999999997,-26.08793888888889
KMT-2018-BLG-0502,SAO19T0807.065080,17:41:46.45,-24:55:18.01,8355.47224,4.18,0.266,19.82,20.0,20.86,1,2.19,,2018,265.44354166666665,-24.921669444444447
KMT-2018-BLG-0503,BLG18K0605.044618,17:43:02.81,-26:04:25.86,8356.6031,9.79,0.188,19.93,20.0,21.04,2,2.86,,2018,265.7617083333333,-26.07385
KMT-2018-BLG-0504,BLG19T0306.014138,17:44:39.08,-25:02:54.38,8365.81802,185.26,0.02,23.23,19.78,19.78,2,2.73,,2018,266.1628333333333,-25.048438888888892
KMT-2018-BLG-0505,BLG38T0802.034423,17:50:32.31,-23:24:02.59,8338.16717,32.2,0.153,21.75,20.0,20.92,2,2.32,,2018,267.63462499999997,-23.400719444444444
KMT-2018-BLG-0506,BLG14M0507.057821,17:39:02.90,-28:01:45.23,8351.41003,64.9,0.07,22.99,20.0,21.07,2,2.99,,2018,264.7620833333333,-28.029230555555554
KMT-2018-BLG-0507,BLG38T0407.006173,17:53:04.55,-22:44:19.72,8365.54667,66.05,0.008,20.51,18.01,18.01,1,2.51,,2018,268.26895833333333,-22.73881111111111
KMT-2018-BLG-0508,BLG38T0201.001271,17:53:48.85,-23:32:48.55,8368.38649,170.35,0.075,20.83,16.88,16.88,4,3.65,,2018,268.45354166666664,-23.546819444444445
KMT-2018-BLG-0509,BLG14M0802.025011,17:37:23.14,-28:40:46.31,8370.57589,31.66,0.285,20.09,20.0,20.52,2,3.12,OB181694,2018,264.34641666666664,-28.679530555555555
KMT-2018-BLG-0510,SAO19T0402.016341,17:43:58.35,-25:32:00.35,8358.72963,2.49,1.962,14.41,19.99,19.99,2,3.06,,2018,265.99312499999996,-25.533430555555558
KMT-2018-BLG-0511,BLG18K0302.005306,17:44:17.94,-26:27:04.72,8359.66152,15.42,0.015,21.45,18.55,18.55,2,3.43,,2018,266.07474999999994,-26.45131111111111
KMT-2018-BLG-0512,BLG19M0507.003989,17:47:57.83,-23:46:09.52,8372.95564,8.16,0.195,16.83,17.68,17.68,2,2.25,,2018,266.99095833333337,-23.76931111111111
KMT-2018-BLG-0513,BLG15N0804.062889,17:37:04.60,-27:25:54.08,8331.29204,26.64,0.245,20.09,20.0,21.48,2,2.76,OB181329,2018,264.26916666666665,-27.43168888888889
KMT-2018-BLG-0514,BLG16M0504.002197,17:39:13.57,-24:09:40.18,8382.01411,9.02,1.969,14.31,17.45,17.45,2,2.13,,2018,264.8065416666666,-24.16116111111111
KMT-2018-BLG-0515,BLG16M0403.067852,17:39:49.20,-24:15:26.35,8357.16,2.79,1.96,16.45,20.0,21.22,2,1.74,,2018,264.9549999999999,-24.257319444444445
KMT-2018-BLG-0516,BLG19K0805.049348,17:41:35.87,-23:59:10.50,8368.71399,24.58,0.148,20.27,20.0,20.28,1,2.12,OB181690,2018,265.3994583333333,-23.986250000000002
KMT-2018-BLG-0517,SAO18T0705.077744,17:41:59.63,-27:16:44.18,8359.35031,19.01,0.008,23.01,20.0,22.2,2,3.9,,2018,265.4984583333333,-27.278938888888888
KMT-2018-BLG-0518,BLG15K0701.041989,17:33:09.04,-26:37:50.52,8364.6938,5.45,1.545,17.48,20.0,21.4,2,2.77,,2018,263.28766666666667,-26.6307
KMT-2018-BLG-0519,BLG14T0406.080849,17:34:54.96,-29:15:44.32,8361.47308,50.47,0.002,23.68,20.0,21.92,3,3.29,,2018,263.7289999999999,-29.26231111111111
KMT-2018-BLG-0520,SAO14M0504.055358,17:38:59.67,-28:23:49.81,8291.52657,123.48,0.227,21.81,20.0,21.23,2,3.19,,2018,264.74862499999995,-28.397169444444444
KMT-2018-BLG-0521,BLG14N0308.018860,17:40:12.44,-29:00:23.72,8360.09413,16.39,0.098,23.13,20.0,22.11,3,6.26,,2018,265.0518333333333,-29.00658888888889
KMT-2018-BLG-0522,SAO18K0201.051720,17:44:58.80,-26:36:16.99,8361.43754,127.44,0.004,24.91,20.0,21.38,2,3.38,,2018,266.24499999999995,-26.604719444444445
KMT-2018-BLG-0523,BLG11K0104.059217,17:26:55.36,-29:29:34.12,8372.04377,33.91,0.162,20.34,20.0,20.35,1,1.83,,2018,261.73066666666665,-29.492811111111113
KMT-2018-BLG-0524,BLG11K0106.033882,17:27:18.26,-29:09:01.55,8371.17619,12.93,1.495,17.74,19.95,19.95,2,1.83,,2018,261.82608333333326,-29.150430555555555
KMT-2018-BLG-0525,SSO11N0403.033749,17:30:22.22,-30:45:19.01,8359.67093,4.27,0.215,18.49,20.0,21.85,2,4.02,,2018,262.5925833333333,-30.755280555555554
KMT-2018-BLG-0526,BLG14N0702.031399,17:37:32.63,-29:46:16.18,,,,,20.0,21.26,2,3.88,OB181619,2018,264.3859583333333,-29.77116111111111
KMT-2018-BLG-0527,BLG17K0805.013734,17:39:46.52,-32:39:37.26,8393.69582,40.51,0.167,19.71,20.0,20.75,2,4.88,,2018,264.94383333333326,-32.66035
KMT-2018-BLG-0528,BLG15N0304.028807,17:40:07.26,-27:23:58.67,8368.06703,13.94,0.082,20.61,20.0,20.41,2,3.12,OB181662,2018,265.03024999999997,-27.399630555555554
KMT-2018-BLG-0529,SAO17K0701.008494,17:40:31.00,-33:07:12.36,8370.21104,60.95,0.047,21.5,19.17,19.17,2,3.07,OB181661,2018,265.12916666666666,-33.1201
KMT-2018-BLG-0530,SSO16N0203.006662,17:40:33.55,-25:26:40.42,8363.75735,25.4,0.135,20.47,18.76,18.76,2,2.38,,2018,265.13979166666667,-25.44456111111111
KMT-2018-BLG-0531,SAO17T0701.019786,17:40:52.99,-34:17:45.85,8363.70666,7.59,0.12,19.27,19.95,19.95,2,1.82,OB181684,2018,265.2207916666667,-34.29606944444444
KMT-2018-BLG-0532,BLG18T0804.001002,17:41:25.12,-27:23:37.14,8408.00858,72.59,1.686,16.83,17.01,17.01,2,3.44,,2018,265.3546666666666,-27.39365
KMT-2018-BLG-0533,BLG18K0703.038104,17:42:23.01,-26:20:03.08,8378.54367,86.99,0.127,21.06,20.0,20.82,2,2.92,OB181748,2018,265.5958749999999,-26.33418888888889
KMT-2018-BLG-0534,BLG18T0504.048170,17:43:15.62,-27:18:44.32,8324.26397,52.74,0.215,21.54,20.0,21.51,3,3.67,,2018,265.8150833333333,-27.31231111111111
KMT-2018-BLG-0535,BLG18T0406.051736,17:43:50.07,-27:05:30.95,8368.25778,88.34,0.015,23.61,20.0,21.88,2,3.77,OB181663,2018,265.9586249999999,-27.091930555555553
KMT-2018-BLG-0536,SAO18K0203.019198,17:45:18.59,-26:22:04.44,8384.37945,66.04,0.043,20.78,20.0,20.41,2,3.64,OB181693,2018,266.32745833333325,-26.3679
KMT-2018-BLG-0537,BLG20N0405.044128,17:48:37.27,-23:03:21.38,8360.09786,2.88,1.924,15.37,19.82,19.82,1,1.6,,2018,267.15529166666664,-23.05593888888889
KMT-2018-BLG-0538,SAO15T0606.017057,17:33:35.99,-27:09:07.70,8372.27725,28.2,0.316,20.73,20.0,20.38,2,2.86,OB181685,2018,263.3999583333333,-27.15213888888889
KMT-2018-BLG-0539,BLG14T0308.054449,17:35:06.95,-29:02:32.57,8373.05298,9.34,1.994,17.11,20.0,21.54,2,3.29,,2018,263.7789583333333,-29.042380555555557
KMT-2018-BLG-0540,SAO18K0101.025786,17:45:36.20,-26:36:34.27,8364.96637,22.15,0.071,22.2,20.0,20.42,2,3.15,,2018,266.4008333333333,-26.609519444444445
KMT-2018-BLG-0541,SAO11K0102.037810,17:27:20.28,-29:41:31.20,8382.26577,14.59,1.997,14.68,19.93,19.93,1,1.97,,2018,261.83449999999993,-29.692
KMT-2018-BLG-0542,BLG12K0804.058236,17:23:15.74,-27:22:38.46,8366.193,10.54,0.193,19.76,20.0,25.0,3,2.02,,2018,260.8155833333333,-27.37735
KMT-2018-BLG-0543,SAO14N0807.024301,17:37:15.80,-29:06:49.25,8367.38428,9.24,0.456,20.53,20.0,20.57,2,3.37,,2018,264.31583333333333,-29.113680555555558
KMT-2018-BLG-0544,BLG16N0507.000510,17:39:13.62,-24:57:54.61,8390.03033,14.12,0.573,15.96,16.11,16.11,2,2.63,,2018,264.80674999999997,-24.965169444444445
KMT-2018-BLG-0545,SAO19K0603.074167,17:42:59.36,-24:15:54.36,8369.81411,1.59,1.944,15.14,20.0,21.53,2,1.96,,2018,265.7473333333333,-24.2651
KMT-2018-BLG-0546,BLG19T0502.081171,17:43:23.70,-25:35:35.81,8367.94117,79.74,0.006,24.15,20.0,21.95,2,2.93,,2018,265.84874999999994,-25.593280555555555
KMT-2018-BLG-0547,BLG17K0204.012400,17:43:36.65,-32:42:36.76,8369.16825,40.61,0.127,21.33,20.0,20.56,2,4.35,OB181697,2018,265.9027083333333,-32.710211111111114
KMT-2018-BLG-0548,BLG18T0307.017126,17:44:37.17,-27:02:03.44,8359.29402,16.36,0.366,16.73,20.0,20.28,2,3.74,OB181427,2018,266.154875,-27.03428888888889
KMT-2018-BLG-0549,BLG11K0608.010341,17:24:28.08,-28:57:40.93,8324.31005,151.04,0.064,17.61,19.52,19.52,2,1.91,,2018,261.11699999999996,-28.961369444444443
KMT-2018-BLG-0550,SAO11M0705.026125,17:28:42.38,-29:22:41.30,8365.92003,14.92,0.051,20.81,19.53,19.53,1,2.23,,2018,262.17658333333327,-29.378138888888888
KMT-2018-BLG-0551,SAO14K0405.101145,17:34:55.74,-28:13:56.50,8366.6034,199.94,0.046,23.83,20.0,22.32,2,3.09,,2018,263.73224999999996,-28.23236111111111
KMT-2018-BLG-0552,BLG15M0302.006584,17:40:02.44,-26:35:46.28,8411.2956,16.27,1.868,15.64,18.5,18.5,2,2.75,,2018,265.01016666666663,-26.59618888888889
KMT-2018-BLG-0553,BLG20K0306.015488,17:44:23.22,-21:46:33.49,8402.68861,150.07,0.167,21.54,19.04,19.04,1,1.46,,2018,266.09675,-21.775969444444442
KMT-2018-BLG-0554,BLG11K0705.035765,17:23:38.26,-29:21:18.79,8386.7484,18.14,1.004,18.04,19.84,19.84,1,1.47,,2018,260.90941666666663,-29.355219444444447
KMT-2018-BLG-0555,BLG11T0402.000656,17:25:23.43,-30:50:14.86,8367.92392,4.87,0.17,20.61,16.72,16.72,2,2.98,,2018,261.347625,-30.83746111111111
KMT-2018-BLG-0556,BLG11N0302.022806,17:30:46.89,-30:46:27.95,8369.79009,196.12,0.006,24.94,20.0,21.02,2,3.35,,2018,262.69537499999996,-30.774430555555554
KMT-2018-BLG-0557,SAO15T0605.071194,17:33:21.00,-27:19:22.19,8368.96595,34.75,0.041,22.44,20.0,21.99,2,2.96,,2018,263.3375,-27.322830555555555
KMT-2018-BLG-0558,SSO14K0605.116405,17:33:36.94,-28:13:27.12,8321.57789,199.9,0.605,16.28,20.0,25.0,3,2.64,,2018,263.40391666666665,-28.2242
KMT-2018-BLG-0559,BLG14K0603.071939,17:33:47.26,-28:32:14.28,8371.9442,174.69,0.013,23.99,20.0,21.82,2,3.15,,2018,263.44691666666665,-28.537300000000002
KMT-2018-BLG-0560,BLG14K0505.022230,17:33:56.12,-28:15:15.80,8379.64761,12.08,1.643,17.95,20.0,20.16,2,2.63,,2018,263.48383333333334,-28.25438888888889
KMT-2018-BLG-0561,BLG14T0105.020901,17:36:19.77,-29:26:04.99,8372.4952,6.76,0.293,19.77,20.0,20.29,2,3.24,OB181696,2018,264.082375,-29.434719444444443
KMT-2018-BLG-0562,BLG14N0608.067204,17:38:20.00,-29:03:06.12,8371.83743,22.51,0.111,21.13,20.0,21.97,2,3.75,,2018,264.5833333333333,-29.0517
KMT-2018-BLG-0563,BLG17T0805.079695,17:39:50.93,-33:47:38.80,8368.19835,60.92,0.042,23.29,20.0,25.0,3,2.88,,2018,264.96220833333325,-33.79411111111111
KMT-2018-BLG-0564,BLG17K0806.055768,17:40:19.91,-32:31:43.97,8373.46349,20.33,0.269,21.14,20.0,22.73,2,3.98,,2018,265.0829583333333,-32.52888055555555
KMT-2018-BLG-0565,BLG15N0101.037867,17:41:02.29,-27:43:21.83,8368.73023,11.93,1.268,18.6,20.0,20.81,2,3.24,,2018,265.2595416666666,-27.722730555555554
KMT-2018-BLG-0566,SSO17T0504.039781,17:41:32.92,-33:55:04.15,8370.28289,18.94,0.117,21.15,20.0,20.57,3,2.55,,2018,265.38716666666664,-33.91781944444444
KMT-2018-BLG-0567,BLG18T0405.065584,17:43:53.50,-27:14:52.80,8377.18408,10.61,0.918,19.34,20.0,22.07,2,3.9,,2018,265.9729166666666,-27.248
KMT-2018-BLG-0568,BLG18T0207.101091,17:45:13.49,-26:59:21.95,8371.44016,11.16,1.01,18.97,20.0,25.0,3,3.65,,2018,266.3062083333333,-26.989430555555558
KMT-2018-BLG-0569,BLG19T0104.018517,17:45:26.34,-25:15:57.89,8368.25145,171.99,0.014,23.81,20.0,20.08,2,2.74,,2018,266.35974999999996,-25.266080555555554
KMT-2018-BLG-0570,BLG18K0104.036272,17:45:34.65,-26:14:53.41,8373.947,35.71,0.083,21.72,20.0,20.96,2,3.27,,2018,266.39437499999997,-26.248169444444446
KMT-2018-BLG-0571,BLG18M0701.074426,17:47:08.60,-26:40:42.67,8364.00168,95.69,0.019,24.08,20.0,22.68,3,4.2,,2018,266.7858333333333,-26.678519444444447
KMT-2018-BLG-0572,BLG19M0608.012125,17:47:18.77,-23:41:06.61,8372.03462,38.53,0.081,21.41,18.93,18.93,1,2.05,,2018,266.82820833333335,-23.685169444444444
KMT-2018-BLG-0573,SSO19M0304.089299,17:49:11.96,-24:09:07.78,8372.32643,20.83,0.195,21.1,20.0,22.82,2,2.36,,2018,267.2998333333333,-24.15216111111111
KMT-2018-BLG-0574,BLG11K0705.048418,17:23:38.27,-29:21:36.68,8384.39608,26.96,0.488,19.5,20.0,20.24,1,1.47,,2018,260.9094583333333,-29.36018888888889
KMT-2018-BLG-0575,BLG12N0401.006924,17:30:10.26,-28:50:32.57,8276.24009,91.97,1.712,18.07,18.82,18.82,2,2.31,,2018,262.54274999999996,-28.842380555555554
KMT-2018-BLG-0576,BLG15T0702.053806,17:33:06.01,-27:39:13.28,8378.7965,31.36,0.138,21.62,20.0,21.36,2,2.64,,2018,263.27504166666665,-27.653688888888887
KMT-2018-BLG-0577,SAO14M0507.016947,17:38:42.85,-27:57:38.02,8373.40525,17.94,0.064,20.73,19.67,19.67,2,2.87,OB181698,2018,264.6785416666666,-27.96056111111111
KMT-2018-BLG-0578,BLG15N0501.028602,17:38:47.51,-27:50:15.25,8398.37124,15.44,1.491,16.18,20.0,20.2,2,2.51,,2018,264.6979583333333,-27.837569444444444
KMT-2018-BLG-0579,BLG17T0607.004607,17:41:17.25,-33:29:06.54,8382.72779,7.25,0.364,17.49,18.21,18.21,2,2.88,OB181751,2018,265.321875,-33.485150000000004
KMT-2018-BLG-0580,SSO19T0607.025132,17:42:32.78,-24:50:56.11,8368.55428,25.92,0.31,20.87,19.89,19.89,1,2.53,,2018,265.6365833333333,-24.848919444444444
KMT-2018-BLG-0581,SSO18K0402.016572,17:43:38.94,-26:29:51.47,8371.2326,170.32,0.022,25.01,19.92,19.92,2,3.02,,2018,265.91225,-26.497630555555556
KMT-2018-BLG-0582,BLG11T0307.037822,17:26:09.91,-30:09:33.88,8381.56718,42.55,0.113,21.49,20.0,20.84,2,2.43,,2018,261.54129166666667,-30.15941111111111
KMT-2018-BLG-0583,SSO16K0307.012825,17:35:39.86,-23:50:14.21,8372.68289,11.16,0.604,19.69,19.34,19.34,1,1.91,,2018,263.9160833333333,-23.837280555555555
KMT-2018-BLG-0584,BLG15N0403.047215,17:39:38.94,-27:28:43.46,8377.45956,18.39,0.904,19.77,20.0,20.7,2,2.85,,2018,264.91225,-27.478738888888888
KMT-2018-BLG-0585,SSO20N0701.053252,17:46:53.12,-23:35:30.01,8372.61428,28.74,0.034,22.09,20.0,20.07,1,1.76,,2018,266.7213333333333,-23.59166944444444
KMT-2018-BLG-0586,BLG19M0404.060495,17:48:28.66,-24:09:57.42,8393.56587,38.98,0.071,19.85,20.0,21.0,2,2.45,OB181746,2018,267.11941666666667,-24.16595
KMT-2018-BLG-0587,SSO15T0708.032383,17:33:02.02,-26:54:44.10,8374.85263,6.72,0.126,20.39,20.0,21.09,2,2.88,OB181706,2018,263.2584166666666,-26.91225
KMT-2018-BLG-0588,SSO17K0507.008559,17:41:45.96,-32:19:44.98,8382.54229,4.54,1.746,16.25,20.0,20.06,2,4.33,,2018,265.44149999999996,-32.32916111111111
KMT-2018-BLG-0589,SAO18K0104.023506,17:45:23.55,-26:11:30.23,8376.09575,10.7,0.105,20.95,20.0,20.47,2,3.08,,2018,266.348125,-26.191730555555555
KMT-2018-BLG-0590,BLG38T0506.018413,17:52:34.62,-22:56:24.40,8381.9381,32.54,0.073,20.63,19.65,19.65,4,2.53,,2018,268.14424999999994,-22.94011111111111
KMT-2018-BLG-0591,BLG11K0306.044951,17:25:49.89,-29:08:30.91,8380.82982,148.78,0.039,22.94,20.0,20.15,1,1.98,,2018,261.457875,-29.141919444444444
KMT-2018-BLG-0592,SAO11M0108.034863,17:31:54.32,-28:57:49.64,8377.07596,15.92,0.173,21.57,20.0,20.93,2,2.91,,2018,262.9763333333333,-28.96378888888889
KMT-2018-BLG-0593,BLG14T0805.047084,17:32:07.01,-29:22:11.03,8388.98864,34.95,0.641,19.34,20.0,20.96,2,2.53,,2018,263.0292083333333,-29.369730555555556
KMT-2018-BLG-0594,BLG14T0801.094120,17:32:10.13,-29:55:20.21,8392.65667,42.77,0.007,20.1,20.0,25.0,3,2.91,OB181773,2018,263.0422083333333,-29.922280555555556
KMT-2018-BLG-0595,SSO15N0501.005015,17:38:46.76,-27:46:54.48,8389.77721,58.72,0.014,18.58,17.76,17.76,2,2.76,OB181605,2018,264.6948333333333,-27.7818
KMT-2018-BLG-0596,BLG14M0506.066387,17:39:07.68,-28:08:52.19,8396.65327,194.15,0.117,22.23,20.0,21.25,2,2.88,,2018,264.7819999999999,-28.147830555555554
KMT-2018-BLG-0597,BLG19K0806.023988,17:41:56.35,-23:56:48.55,8380.27425,29.28,0.087,21.96,20.0,20.12,2,2.08,,2018,265.48479166666664,-23.946819444444444
KMT-2018-BLG-0598,BLG20T0104.049749,17:45:51.17,-23:06:26.71,8337.34177,84.62,0.327,20.59,19.93,19.93,1,1.49,,2018,266.4632083333333,-23.107419444444446
KMT-2018-BLG-0599,BLG18M0103.004408,17:50:27.78,-26:20:06.47,8391.1606,83.43,0.109,22.93,20.0,21.36,3,8.95,,2018,267.61574999999993,-26.335130555555555
KMT-2018-BLG-0600,SAO11T0604.004250,17:24:13.78,-30:34:15.96,8408.2566,68.01,0.269,20.22,18.92,18.92,2,3.12,,2018,261.05741666666665,-30.5711
KMT-2018-BLG-0601,SAO16M0606.029118,17:38:37.95,-23:57:10.30,8388.72691,30.43,0.239,19.6,19.94,19.94,2,1.64,,2018,264.6581249999999,-23.952861111111112
KMT-2018-BLG-0602,SSO38K0803.000397,17:50:51.88,-22:11:20.26,8367.4871,197.53,0.087,21.12,15.18,15.18,4,2.11,,2018,267.71616666666665,-22.188961111111112
KMT-2018-BLG-0603,BLG11M0701.015905,17:28:38.44,-29:48:46.98,8394.48659,23.19,0.369,19.35,19.69,19.69,2,2.14,,2018,262.1601666666666,-29.81305
KMT-2018-BLG-0604,SSO12N0307.004816,17:30:55.01,-28:03:36.25,8380.48899,61.9,0.12,22.27,18.19,18.19,2,2.41,,2018,262.7292083333333,-28.060069444444444
KMT-2018-BLG-0605,BLG20K0804.018796,17:41:44.77,-22:02:08.12,8406.49339,69.46,0.456,19.94,19.66,19.66,4,1.55,,2018,265.43654166666664,-22.035588888888892
KMT-2018-BLG-0606,SSO17T0201.064842,17:43:27.80,-34:13:16.28,8379.62865,8.67,0.078,20.64,20.0,20.35,1,1.78,,2018,265.8658333333333,-34.22118888888889
KMT-2018-BLG-0607,BLG11N0703.082715,17:28:21.74,-30:41:16.12,8385.24075,17.57,0.002,20.9,20.0,25.0,3,3.45,,2018,262.09058333333326,-30.68781111111111
KMT-2018-BLG-0608,SSO14T0601.006363,17:33:30.26,-29:50:18.10,8417.71715,32.41,0.621,15.29,18.62,18.62,2,2.87,OB181660,2018,263.3760833333333,-29.83836111111111
KMT-2018-BLG-0609,BLG15T0407.034897,17:34:56.42,-27:00:04.39,8302.81375,192.09,0.091,23.44,19.72,19.72,1,2.11,,2018,263.7350833333333,-27.001219444444445
KMT-2018-BLG-0610,BLG14T0301.084044,17:35:13.18,-29:51:03.74,8365.27649,13.4,0.441,19.45,20.0,21.93,2,3.1,OB181601,2018,263.8049166666666,-29.85103888888889
KMT-2018-BLG-0611,BLG14T0308.015831,17:35:13.49,-28:59:41.46,8396.56457,7.51,1.944,17.15,20.0,20.2,2,3.36,,2018,263.8062083333333,-28.99485
KMT-2018-BLG-0612,BLG14T0203.022785,17:35:35.56,-29:39:58.14,8390.27345,10.37,0.109,19.65,20.0,20.23,2,3.03,,2018,263.8981666666666,-29.66615
KMT-2018-BLG-0613,BLG14K0105.039230,17:36:24.41,-28:14:40.67,8387.764,106.98,0.046,23.22,20.0,21.7,2,3.76,,2018,264.1017083333333,-28.244630555555556
KMT-2018-BLG-0614,BLG15T0105.045956,17:36:32.82,-27:14:09.20,8386.81258,12.92,0.037,20.21,19.96,19.96,1,2.25,OB181743,2018,264.13675,-27.23588888888889
KMT-2018-BLG-0615,BLG14T0104.015202,17:36:38.11,-29:33:37.15,8386.6775,130.59,0.003,23.88,20.0,20.01,2,3.68,,2018,264.1587916666666,-29.560319444444445
KMT-2018-BLG-0616,BLG14M0802.086261,17:37:20.66,-28:39:30.64,8386.48608,13.6,0.007,21.65,20.0,22.52,2,3.11,,2018,264.3360833333333,-28.65851111111111
KMT-2018-BLG-0617,BLG14N0708.057844,17:37:40.05,-29:01:32.41,8380.57934,57.41,0.171,22.5,20.0,21.46,2,3.35,,2018,264.41687499999995,-29.025669444444443
KMT-2018-BLG-0618,BLG15N0405.028464,17:39:25.87,-27:20:22.27,8385.98677,40.71,0.066,22.65,20.0,20.28,2,2.7,,2018,264.8577916666666,-27.339519444444445
KMT-2018-BLG-0619,BLG16M0307.009404,17:40:09.73,-23:44:29.33,8390.81755,119.99,0.065,22.38,19.08,19.08,2,1.7,,2018,265.0405416666666,-23.741480555555558
KMT-2018-BLG-0620,SSO14M0305.004810,17:40:21.69,-28:17:29.94,8388.83411,86.65,0.285,21.21,18.29,18.29,2,3.92,,2018,265.090375,-28.29165
KMT-2018-BLG-0621,BLG14M0208.006882,17:40:28.79,-27:56:27.28,8395.30437,8.56,0.159,17.78,18.53,18.53,2,3.93,OB181803,2018,265.11995833333333,-27.940911111111113
KMT-2018-BLG-0622,BLG14M0102.036437,17:40:59.06,-28:40:31.08,8385.27576,7.86,0.672,19.48,20.0,22.1,2,4.61,,2018,265.2460833333333,-28.6753
KMT-2018-BLG-0623,BLG16N0108.023990,17:41:28.22,-24:43:05.59,8381.38179,23.35,0.05,21.27,19.76,19.76,1,2.5,,2018,265.3675833333333,-24.718219444444443
KMT-2018-BLG-0624,BLG17K0504.008661,17:41:46.15,-32:47:39.66,8404.24482,42.79,0.459,20.03,19.26,19.26,2,3.47,,2018,265.4422916666667,-32.79435
KMT-2018-BLG-0625,BLG19T0802.004238,17:41:50.34,-25:33:08.03,8381.34655,53.95,0.002,26.2,17.85,17.85,2,2.49,,2018,265.45974999999993,-25.552230555555557
KMT-2018-BLG-0626,BLG17K0401.007739,17:42:24.00,-33:09:18.18,8396.06866,24.23,1.66,18.25,20.0,20.15,2,4.35,,2018,265.59999999999997,-33.155049999999996
KMT-2018-BLG-0627,BLG19T0704.067468,17:42:28.31,-25:16:06.35,8403.52031,17.35,1.734,16.8,20.0,22.17,2,2.72,,2018,265.61795833333326,-25.268430555555554
KMT-2018-BLG-0628,BLG17K0303.007212,17:43:00.99,-32:54:07.24,8425.04113,70.9,0.264,19.53,18.83,18.83,2,3.2,,2018,265.75412499999993,-32.90201111111111
